Unnamed: 0,image_filename,line_text,type
11707,hand_688_line_11.png,አቋቋሙ።,handwritten
11045,hand_709_line_10.png,ይሄንን  ነው የፑቲን  ሀበሻነት  እና የመለስ  ሩሲያዊነት  ተነጣጥሎ  ሊታይ  አይችልም  የምለው።,handwritten
10832,hand_710_line_9.png,ጸሃፊ  የሆኑት  አቡጇን  ህዝቅኤል  ለኢሳት  ሬዲዮ  ፕሮግራም  በሰጡት  አጭር  ቃለ መጠይቅ  አረጋግጠዋል።,handwritten
9736,hand_711_line_11.png,ተጠባባቂ  የጦር  ኃይል  እንዲያቋቁሙ  የሚያስችል  የስምምነት  ሰነድ  አዘጋጅቶ  አቀረበ።,handwritten
9026,hand_712_line_11.png,ካፑም  ተፋጠዋል።,handwritten
7854,hand_713_line_11.png,ደግሞ  አጠራጣሪ  ( ዞንይ  ) ነው።,handwritten
8797,hand_746_line_10.png,መልአክ  በሚፈሩት  ሰዎች  ዙሪያ  ይሰፍራል  ፥ ያድናቸውማል።  ዦርዥ  እና ማኖን  በቀጠሮው,handwritten
8798,hand_746_line_11.png,ቀን ተመልሰው  ሲመጡ  በር የሚከፍትላቸው  ሰው  አጡ።,handwritten
225,hand_770_line_14.png,አለመሆኔን  ጠየቀኝ።,handwritten
23238,hand_785_line_8.png,ወደ ስታዲየም  እንዲመጣ  ከፍተኛ  ቅስቀሳ  ማድረግ።,handwritten
8711,hand_817_line_8.png,የሰዒድ  አባት  ሆይ !። እንግዲህ  እዚህ  ስንመጣ  ... መቼም  የመንግስት  ሆስፒታል  ብዙም,handwritten
8712,hand_817_line_9.png,አይጠይቅ  ብዬ ... አንዲት  ጥገት  ላሜን  ሸጬ  ነበር የመጣሁት።,handwritten
11090,hand_827_line_3.png,ስምምነት  ተደርጎ  ነበር።,handwritten
11099,hand_844_line_2.png,ሁለተኛ  ልጇን  ከወለደች  በኋላ  ወደ ኢትዮጵያ  ተመልሳ  እናቷን  ሀገሯን  የማየት,handwritten
11100,hand_844_line_3.png,ሕልም  እንደነበራት  ተናግረዋል።,handwritten
21249,hand_900_line_12.png,ይታይ  ነበር።,handwritten
23159,hand_904_line_13.png,ይናገራሉ።,handwritten
22000,hand_915_line_11.png,ተላትመው  ፣ ለራስዎ  የተሳሳተ  ትልቅ  ግምት  ሰጥተው  ኋላ ላይ መበለሻሸት  እንዳይመጣ  ፤,handwritten
2796,hand_957_line_12.png,የሽግግር ም / ቤቱ ለሚያደርጋቸዉ እንቅስቃሴዎች የሚያስፈልገዉን ከተለያዩ ምንጬች የሚገኙ ገንዘዘብና ቁሳቁስ ለማሰባሰብ የሚረ,handwritten
28164,hand_999_line_8.png,ክብርና  አማላጅነት  ነው።  የተሻሻለው  የጡረታ  አዋጅ  የኮንትራት  ተቀጣሪዎችን  መብት  የሚያስጠብቅ,handwritten
28165,hand_999_line_9.png,መሆኑን  የተናገሩት  አቶ ዳባ በመንግስት  መስሪያቤቶች  ውስጥ  አስር  ዓመት  ሳይሞላቸው  የሚለቁ  ሰራተኞች,handwritten
10645,hand_1020_line_7.png,ዘጠነኛው  ነው።,handwritten
19322,hand_1028_line_7.png,አደርጉ።,handwritten
30741,hand_1038_line_8.png,ነበረች።,handwritten
13071,hand_1071_line_10.png,ባልሽ  የት ነው ?።,handwritten
27786,hand_1074_line_11.png,በ 1950 እስከ  ሞተችበት  ዕለት  ድረስ  ለ 15 ዓመታት  ሥራዋ  ይኼው  ነበር።,handwritten
2097,hand_1147_line_10.png,ገብተዋል።,handwritten
24490,hand_1152_line_6.png,አምባሳደር  ኦጋስቲን  ማሂጋ  ጋር ነው።,handwritten
21904,hand_1176_line_5.png,ስማቸውም  ብፁዕ  አባ ጳውሎስ  ተብሎ  ተሰየመ።,handwritten
25416,hand_1207_line_10.png,313 .።,handwritten
19843,hand_1231_line_13.png,የጠቅላይ  ሚኒስትሩ  የየዘርፎቹ  አማካሪዎች  መሆን  አይችሉም  ነበርን  ?።,handwritten
17072,hand_1235_line_13.png,ደሳለኝ  ፡ - ይኼ  እንደሚሆን  ጠብቀን  ነበር።,handwritten
7748,hand_1246_line_3.png,እንዳለው  የሚጠቁም  ነው።,handwritten
10626,hand_1253_line_12.png,ኃላፊዎች  ፣ የአዛዦች  ካውንስል  አባላት  ናቸው።,handwritten
23084,hand_1295_line_8.png,መርከበኞች  ብራቮ  !። ቀድሞ  የተነገረ  ወንጌላዊ  ቃለ ግሣጼ  ነው።,handwritten
25534,hand_1299_line_13.png,ነው።,handwritten
33423,hand_1340_line_6.png,ብዙዎቹ  ናቸው።,handwritten
32538,hand_1342_line_6.png,አልቀረም።  ይኼኔ  ነው የምፈልገውን  ያገኘሁት።  እና በዚህ  6 ዓመት  የሰንበት  ት / ቤት ቆይታዬ  አሁን  ሆኜ ስመዝነው,handwritten
32539,hand_1342_line_7.png,ያሳለፍኩትን  ሁኔታ  ጠቅለል  አድርጌ  ለመግለጽ  እንደሞከርኩት  ቀላል  አይደለም  ብዙ ፈተናዎችን  አልፈናል  ብዙ,handwritten
32540,hand_1342_line_8.png,ሥራዎችንም  ለመሥራት  ችለናል።,handwritten
8171,hand_1345_line_8.png,ከፍ ባለ ዙፋን  ላይ ነበር ጌታችን  ሰው  ሆኖ ሥጋን  ሲዋኻድም  ከፍጥረታት  ሁሉ ከፍ ያለውን  አማናዊ  ዙፋን,handwritten
8172,hand_1345_line_9.png,እርሱም  የእመቤታችንን  ማኅጸን  ነበረ የመረጠው።,handwritten
20948,hand_1376_line_7.png,ይመስለኛል።,handwritten
30458,hand_1400_line_11.png,ወጥተዋል።,handwritten
29635,hand_1404_line_6.png,ነው።,handwritten
147,hand_1409_line_4.png,የሥርዓታቸውም  መጽሐፍ  ከዐረብ  ቋንቋ  ለኢትዮጵያ  ሰዎች  በግዕዝ  ቋንቋ  ተተረጎመች  ቆስጠንጢኖስ  የተባለ  ንጉሳችን,handwritten
148,hand_1409_line_5.png,"በዘርዐ  ያዕቆብ  ዘመን  በነገሠም  በሰባት  ዓመት  የሥርዓታቸውም  መጽሐፍ እንዲህ  ይላል  "" የሚለው  ነው።",handwritten
3729,hand_1423_line_11.png,ቅባት  ክርክሮች  ወቅት  በዐማራና  በትግራይ  ሊቃውንትም  ዘንድ  የደረሰ,handwritten
6875,hand_1428_line_11.png,ወደ አልሆነችው  ከፍተኛዪቱ  ወደምትበልጠውና  ወደምትሻለው  ድንኳን,handwritten
6956,hand_1429_line_11.png,የሚቃኙበት  አጭሩ  አቋራጭ  መንገዳቸው  እንደሆነ  ይፋ ነው ይህው  ባለፉት,handwritten
2406,hand_1432_line_5.png,መንግስታት  ተደርገው የነበሩ  ምርጫዎች  የአጼውን  ፣ የደርጉንና  የኢህአዴግን የአገዛዝ  ስርዓቶች  የስልጣን,handwritten
2407,hand_1432_line_6.png,ዘመን  ለማራዛም  የተደረጉ  ( ) ምርጫዎች  እንጂ  አንዳቸውም የዴሞክራሲዊ ምርጫ  ባህሪያትን,handwritten
2408,hand_1432_line_7.png,የተላበሱ  አይደሉም።,handwritten
1584,hand_1437_line_9.png,የበኩሏን  እንደምትወጣ  ገልፀዋል።,handwritten
31852,hand_1446_line_5.png,ኤርትራ  በአዲስ  መልክ  ይዋሃዳሉ።,handwritten
3499,hand_1451_line_9.png,በሕዝቡ  እጅ ውስጥ  ያለ ነው።,handwritten
6578,hand_1456_line_9.png,የጨካኝ  አጼዎችን  ግፍ ለመደበቅ  ህዝቦችን  በዚህም  ሊያምታቱ  ይፈልጋሉ።,handwritten
32574,hand_1460_line_9.png,ጠቁመው  በዚህ  ምክንያት  ሁሉም  የቴክኖሎጂ  ግሩፑ  ኩባንያ  ሠራተኞች  በዓውደ  ጥናቱ  ላይ,handwritten
32575,hand_1460_line_10.png,ሊሳተፉ  መቻላቸውን  ገልፀዋል።  መዋዠቅ  የገበያ  ባህሪ  ነው።,handwritten
24043,hand_1514_line_8.png,አስፈላጊ  ነው።,handwritten
21070,hand_1529_line_7.png,ከካሊፎርንያ።,handwritten
4647,hand_1551_line_9.png,እኔ አዝዤሃለሁ።,handwritten
5672,hand_1557_line_9.png,የኔ ቆንጆ።,handwritten
18242,hand_1588_line_13.png,ተብዬም  ተመርጬ  ነበር በሊቀ  ስልጣናትነት።,handwritten
12320,hand_1654_line_9.png,ምንኩስና ፣ ቆሞስ ፣ ጳጳስ ፣ ኤጲስቆጶስ ፣ ከዚያም ፓትርያርክ ይሆናል።,handwritten
18090,hand_1681_line_7.png,ሲሆን  ትንሿ  ሉሲል  እንኳ  ወህኒ  ቤት ሁለት  ቀን ቆይታለች።  እኔ ብያለሁም  ያውም  ድምጼን,handwritten
18091,hand_1681_line_8.png,ከፍ አድርጌ  ፣ በደስታ  ሰክሬ  ጮኬያለሁ።,handwritten
18019,hand_1685_line_11.png,ድረስ  የፖሊስን  ምላሽ  በመጠባበቅ  ላይ መሆኗን  ለሪፖርተር  ተናግራለች።,handwritten
9233,hand_1737_line_8.png,መምህራን  ጋር ባደረጉት  ውይይት  ነው።,handwritten
12341,hand_1763_line_11.png,ክንውን  አጠቃላይ  ሪፖርት  ቀርቦ  ጉባኤው  በጥሙና  ተከታትሎታል።,handwritten
12299,hand_1766_line_10.png,ወይስ  ተረት  ?። ይኼ  ትክክለኛ  ነው ብዬ አላምንም።,handwritten
11576,hand_1769_line_5.png,የሚከተለውን  ምክር  ትለግሳለች  : - ጥረት  ማድረጋችሁን  አታቋርጡ።  ይኼ  የአንድ  ፖለቲካ,handwritten
11577,hand_1769_line_6.png,ፓርቲ  ወይም  የአንድ  ሲቪል  ማኅበረሰብ  ሚና  አይመስለኝም።,handwritten
19521,hand_1771_line_7.png,እና ካዕባ  በመባል  የሚታወቀው  ግንብ  በነብዩ  ኢብራሂም  አብርሃም  እና ልጃቸው  ዒስማኤል  የተሰራ  ነው,handwritten
19522,hand_1771_line_8.png,ብለው  ሙስሊሞች  ያምናሉ,handwritten
25341,hand_1792_line_9.png,ላይ በተሰማሩ  ምሁራን  ጥናታዊ  ፅሁፎች  የቀረቡ  ሲሆን  የፌሎሺፑ  ራዕይ  የማካፈል,handwritten
25342,hand_1792_line_10.png,ስራም  በሰፊው  ተሰርቶአል።,handwritten
26115,hand_1799_line_11.png,17 / 2014 ።,handwritten
5200,hand_1806_line_5.png,ተገባሩ  እንደሆነ  ያስረዳሉ።,handwritten
21934,hand_1809_line_11.png,ጎዳው።,handwritten
12281,hand_1812_line_12.png,እንደያዙ ሿሚና ሻሪ ሆነው የሚካኤል ስሁልን ታሪክ የሚደግም ነው።,handwritten
12682,hand_1827_line_7.png,አስደምሞአል።  በረብሻው  ወቅት  ከየአቅጣጫው  በፖሊስ  እየተያዙ  የሚመጡ  ሰዎች  ትንሿ,handwritten
12683,hand_1827_line_8.png,ስታዲየም  ውስጥና  ፖስታ  ቤት አካባቢ  ባለው  ፓርክ  ውስጥ  ነበር ታስረው  እንዲቆዩ  የተደረገው።,handwritten
27976,hand_1836_line_12.png,ጊዜና  ሰዓት  ሰውነት  / ሥጋ / ከሚፈልጋቸው  ነገሮች  ሁሉ መከልከል  ፣ መወሰን ማለት  ነው።,handwritten
27376,hand_1843_line_10.png,ለሚነሳው  ክርክር  ጉልበት  የመስጠት  ያህል  ነው።,handwritten
21332,hand_1865_line_12.png,የዘመናዊውን  ቮሊቦል  ስፖርት  መሠረት  ያደረገ  ነው።,handwritten
25571,hand_1907_line_4.png,አነጋገረኝ  ብላለች።,handwritten
26690,hand_1917_line_4.png,የተባሉት  የ 24 ኛና 25 ኛ ክፍለጦርም  ቢሆኑ  የዘመቻ  መኮንኑና  የሎጀስቲክ  ሃላፊነት  ቦታዎች  ላይ ያሉት  እነርሱ  ናቸው።,handwritten
27625,hand_1919_line_9.png,ማለት  ነው ?።,handwritten
26573,hand_1920_line_7.png,ቆጶስ  ፣ ቆመስ  የሚባሉት  ጥቁር  ዘርፋፋ  ቀሚስ  ለባሾች  በቀኝ  እጃቸው  መስቀል  በግራ  እጃቸው  ሽጉጥ  መያዝ  ከጀመሩ  ሰነባበቱ።,handwritten
26574,hand_1920_line_8.png,ከዚህም  የተነሳ  የሞዓብ  ተዋጊዎች  ይጮኻሉ።,handwritten
23636,hand_1921_line_9.png,አገለግላለሁ።,handwritten
26972,hand_1922_line_8.png,ቤት ነኝ አዝዤ  ጠብቅሃለሁ  ቶሎ ና !። ተበደልኩ  ፣ ዕድገት  ተነፈኩ  ፣ ቦታ ተከለከልኩ  ያለ አንድ  ሠራተኛ  ከአዲሱ  ተሿሚ  ጋር ሳምንት,handwritten
26973,hand_1922_line_9.png,ባልሞላ  ጊዜ ውስጥ  ተወዳጀ።,handwritten
27745,hand_1949_line_3.png,ያጠናቀቀ  ማለፊያ  ጭንቅላት  የነበረው  ቆስጤ  ምን ሲያደርግ  የዩንቨርሲቲ  ደጃፍ  ረግጠው,handwritten
27746,hand_1949_line_4.png,ከማያውቁ  እነ አባዱላ  ገመዳ  ተርታ  የሚያስልፈው  ድርጊት  እንደ  ፈፀመ  ሳስበው,handwritten
27747,hand_1949_line_5.png,ይገርመኛል  ?።,handwritten
13285,hand_1954_line_12.png,ሁለቱ  ወጣት  ነገስታት  መጨረሻቸው  እንጂ  አጀማመራቸውስ  ተመሳሳይ  ነበር።  ውድ  የወያኔና  የሸአቢያ  ቅጥረኛ  ተስፋየ  ገ / አብ ምነው  ሰሞኑን,handwritten
13286,hand_1954_line_13.png,ደግሞ  በአጼ  ምኒሊክ  ላይ ዘመትክ  ?።,handwritten
34488,hand_1955_line_10.png,ነው።,handwritten
25574,hand_1991_line_4.png,መግባት  ይችላሉ።,handwritten
11283,hand_1995_line_9.png,በአንድ  ቢሮ ውስጥ  ከነበሩ  ሶስት  አምፑሎች  አንዱ  ብቻ ነበር የሚበራው።,handwritten
24191,hand_2000_line_8.png,ተለመነ።,handwritten
2605,hand_2005_line_12.png,በተለይም  በእነ አባ እንጦስና  በእነ አባ መቃርስ  በደንብ  የተገለጸ  ነው።,handwritten
14078,hand_2022_line_9.png,ይቀጣቀጣሉ።,handwritten
26599,hand_2051_line_8.png,ምናልባትም  ለወላጆችሽ  ፣ ለአስተማሪሽ  ወይም  ለትምህርት  ቤት ኃላፊዎች  እንዲህ  ማድረግ  ትችዪ,handwritten
26600,hand_2051_line_9.png,ይሆናል።,handwritten
17795,hand_2067_line_12.png,ጋዜጦችና  መጽሔቶች  ጽፈዋል።,handwritten
32609,hand_2085_line_10.png,ነው ያደመጥኳቸው።,handwritten
33543,hand_2089_line_6.png,ሥራ  አይደለም።,handwritten
25749,hand_2098_line_8.png,ዘር የአብርሃም ዘር እያለ ይጠራታል ነቢዩኢሳያስም እግዚአብሔር ያስቀራት ዘር ያላት እመቤትችንን,handwritten
25212,hand_2099_line_11.png,በቋንቋቸው  ምክንያት  የምጠላው  ?።,handwritten
25016,hand_2125_line_8.png,ግድ አላት።,handwritten
23950,hand_2183_line_9.png,6።,handwritten
32195,hand_2189_line_8.png,እንጠይቃለን  ብለዋል።  አሁን  በ 80 ዎቹ ዕድሜ  አጋማሽ  ላይ ሆኜ ሳስበው  እናቴ  ወደ ሕፃናት,handwritten
32196,hand_2189_line_9.png,ማሳደጊያው  ስለላከችን  አመስጋኝ  ነኝ። አንድ  መሆኔን  ብቻ ሳይሆን  መመልከት,handwritten
25769,hand_2193_line_12.png,ተመልካች  ሆኜ አገለግላለሁ።  አንድ  ቀን አኩርፌ  ተቀምጬ  አንድ  ደንበኛችን  አዩኝ።,handwritten
27385,hand_2197_line_10.png,ከፍተኛ  እንቅስቃሴዎችን  ሲያካሂድ  ቆይቷል።,handwritten
25318,hand_2284_line_7.png,ደግሞ  ጉዳት  ሳይደርስባቸዉ  ማምለጣቸዉን  ከክልሉ  ፖሊስ  ኮሚሽን  የተገኘዉ  መረጃ  እንደሚያመለክት,handwritten
26139,hand_2286_line_10.png,ቱሪዝም  ፣ በዱቄት  ፣ በችፑድ  ፣ በእስፖንጂና  ፎም  ፋብሪካ  ፣ በእንስሳት  መኖ  ማቀነባበሪያ  ፣,handwritten
26140,hand_2286_line_11.png,በደን  ልማትና  በሌሎች  የኢንቨስትመንት  ዘርፎች  ተሰማርተዋል።,handwritten
24515,hand_2291_line_3.png,ነው ?። ያም ቢሆን  የተሰጠኝን  መመሪያ  ለመታዘዝ  ቆርጬ  ነበር።,handwritten
25730,hand_2298_line_8.png,ያገኙታል።,handwritten
1058,hand_2307_line_8.png,ህብረ  - ትርኢት  ማሳየት  የጀመሩት  ?።,handwritten
2072,hand_2311_line_11.png,አለበት።,handwritten
17638,hand_2337_line_12.png,ያሰፈነ  ወይም  መሰረት  የጣለ  ድርጅት  ነው።,handwritten
11384,hand_2343_line_8.png,ያጥባሉ።,handwritten
2193,hand_2351_line_13.png,በኩል እንዲህ አይነት ነገር እንደማያደርጉ እንደማይሞክሩ በእርግጠኝነት ሊያረጋግጡልን ችለዋል።,handwritten
18545,hand_2365_line_4.png,እንደገዛ  ይገመታል።,handwritten
20831,hand_2372_line_8.png,እንደ  ረመጥ  ሆነብኝ  ፤ ዐፍኜ  መያዝ  አቃተኝ  በማለት  ተናገረ።,handwritten
6502,hand_2394_line_8.png,ይቅ  አድርጎኝ  ነበር።,handwritten
24920,hand_2398_line_12.png,ከንቱ  እያንበሸበሹት  ነው .።,handwritten
25350,hand_2403_line_8.png,በስማችሁ  የተላከ  ደብዳቤ  ብቻ በቂ ነው ፡።,handwritten
27154,hand_2406_line_10.png,ኢንዱስትሪዎች,handwritten
27155,hand_2406_line_11.png,ምርቶቻቸውን  ለወጭ  ገበያ  ለማቅረብ  በሚያስችላቸው  ፕሮግራም  ውስጥ  ዓለም  አቀፍ  የንግድ  ባለሙያ  ሆኜ አገልግያለሁ።,handwritten
24364,hand_2411_line_9.png,ስምምነት  ሞዛምቢክ  ማፑቶ  ላይ ተግባሪዊ  ማድረጋቸውና  በአሁኑ  ወቅት  እየተሰራበት  እንደሆነ  ገልጸዋል።,handwritten
1558,hand_2415_line_7.png,ሉቀን  ተስፋዬ  እና ወይዘሮ  ህይወት  ጌታቸው  ናቸው።,handwritten
8261,hand_2418_line_13.png,ካልተቻለም  አልተቻለም  ነው ብሎ  አረጋግቶኛል።,handwritten
6611,hand_2446_line_6.png,ይዳርግኻል።,handwritten
16994,hand_2458_line_4.png,ከአምላክ  ጋር ያለኝን  ዝምድና  እንደያዝኩ  በእስር  ቤት መቆየት  እመርጣለሁ።,handwritten
2294,hand_2470_line_7.png,ነው።,handwritten
2716,hand_2473_line_12.png,መሬት  ለሱዳን  በገፍ  እየተሰጠ  ነው።,handwritten
15031,hand_2488_line_4.png,ለመተርጎም ተዘጋጀ።,handwritten
29153,hand_2516_line_11.png,እንዴት  ነው ?።,handwritten
29356,hand_2517_line_6.png,አስተዋጽ ያደረገ ሰው  ነው።,handwritten
26377,hand_2531_line_9.png,ሲገድሉ  እና ሲያሰቃዩ  ይጠቁማሉ።,handwritten
25050,hand_2535_line_10.png,እንዳሰበችው  ልጇ ኢትዮጵያ  ሳይደርስ  በጠላቶቹ  ተይዞ  በ 17 አመት,handwritten
16634,hand_2547_line_12.png,መመሪያ  የሚሆናቸውን  ሥርዓት  ሠሩ።,handwritten
20465,hand_2567_line_11.png,ላይ የተመሠረተ  ግንዛቤ  ነው።,handwritten
17341,hand_2569_line_8.png,መሰለኝ።,handwritten
13773,hand_2592_line_11.png,ጭንቀት  ሊመራ  የሚችል  እንደሆነ  የመጀመሪያው  ቃል ያስረዳል።,handwritten
21408,hand_2595_line_10.png,ስለገጠመህ  አንድ  ችግር  እያብሰለሰልክ  ነው።,handwritten
7247,hand_2628_line_12.png,: - በአቶ  መኩሪያ  ኃይሌ  የሚመራው  የከተማ  ልማት  ፣ ቤቶችና,handwritten
25459,hand_2640_line_10.png,ነበር።,handwritten
26087,hand_2659_line_8.png,መውሰዳቸው።,handwritten
24619,hand_2700_line_12.png,፤,handwritten
16064,hand_2704_line_4.png,ለማገልገል  የተመረጠች  አገር ናት።,handwritten
2970,hand_2706_line_11.png,ነበር።,handwritten
369,hand_2708_line_9.png,ጊዜያት  ነበሩ።,handwritten
29218,hand_2709_line_9.png,ትገኛለች።,handwritten
21447,hand_2718_line_11.png,ያለማቋረጥ  እንዲጋት  ሲደረግ  ቆይቷል።,handwritten
21717,hand_2721_line_12.png,እኔ ደግሞ  በአጋጣሚ  ከተማረ  ቤተስብ  ነው የተገኜሁት።  ያደግሁት  በጣም  ዓመፀኛ  ሆኜ ነበር።,handwritten
15808,hand_2777_line_9.png,ተቤዠው።,handwritten
5080,hand_2782_line_7.png,ይሆናል።,handwritten
17552,hand_2811_line_12.png,ማጥፋት  ነው።,handwritten
15726,hand_2821_line_13.png,የወረዳ  አገልጋይ ሆኜ መሥራት  ጀመርኩ።,handwritten
17784,hand_2826_line_9.png,ሆነ።,handwritten
11409,hand_2830_line_8.png,ከኑፋቄው  አልመለስ  ያለውን  እልከኛውን  አርዮስንና  ትምህርቱን  አውግዘው,handwritten
11410,hand_2830_line_9.png,ሃይማኖትን  አጸኑ።,handwritten
19525,hand_2871_line_3.png,ሊመሠረቱ  ችለዋል።,handwritten
11882,hand_2918_line_7.png,የሚበጀዉን በሉ።,handwritten
32800,hand_2951_line_3.png,እየተባለ  ሲንቆለጳጰስ  ኖሯል።  የሰንደቅ  አላማ  ልዪ ክብርና  የአገር  ፍቅር  ሰዎች  ተወልደዉ  ከሚያድጉበት,handwritten
32801,hand_2951_line_4.png,ማህበረሰብ  ፤ ከቤተሰብ  ፤ ከጎረቤትና  ከጓደኛ  እንደ  ምግብና  እንደ  ዉኃ እየበሉና  እየጠጡ  የሚያገኙት,handwritten
32802,hand_2951_line_5.png,የሰዉነትና  የዜግነት  መገለጫ  ታላቅ  እሴት  ነዉ።,handwritten
24346,hand_3006_line_3.png,"መመሳሰል  ለማስረዳት  ሁሉንም  እዚህ  ቦታ ላይ መፃፉ  አንድም  የቦታ  ጥበት  ስላለ  , ሁለትም  አስፈላጊ  ባለመሆኑ",handwritten
24347,hand_3006_line_4.png,አንዱን  ብቻ መርጬ  በሁለት  ምክንያት  አቀርባለሁ  .።,handwritten
18668,hand_3014_line_9.png,እንዲሰፍን  አድርገዋል።,handwritten
27255,hand_3035_line_10.png,ነው።,handwritten
18101,hand_3081_line_10.png,መሠረት  ሆኖት  ይሆን  ?።,handwritten
16126,hand_3087_line_9.png,መነሳታቸውን  አዲስ  ቮይስ  የተባለው  ድሀረ  ገጽ አስታወቀ።  የሃጂ  ተጓዦች,handwritten
16127,hand_3087_line_10.png,ቁጥር  ወደ 10 ሺህ ከፍ እንዲል  ተደረገ።,handwritten
13465,hand_3090_line_10.png,"ባዩት ጊዜና , , ብለው በማሣፈር አስመልሰውታል አሉ ለዚያውስ",handwritten
13466,hand_3090_line_11.png,ፈረንጅ ማፈር ሲያውቅ አይደል።,handwritten
10586,hand_3168_line_6.png,ተስፋ  እናደርጋለን።,handwritten
22034,hand_3170_line_10.png,፤ መታገል  እየፈለግን  ያለ ምንም  እንቅስቃሴ  በየካምፑ  ተወዝፈን  ነውና  የም,handwritten
22035,hand_3170_line_11.png,ንውለው  ፤ እንዋጋ  ዘንድ  ኢሳኢያስ  አፈወርቂን  ጠይቁልን  የሚል  ነበር።,handwritten
9359,hand_3269_line_7.png,ቅዱስ  ሐሤት  አደረገና።,handwritten
