,image_filename,line_text,type
92204,typed_283_line_7.png,ዳውዝ  ( ናይጄሪያ  አጥቂ  ) ፡ - የቀድሞው  የመብራት  ኃይል  እና ደደቢት  አጥቂ  አሁንም  ለተከላካዮች  አስቸጋሪ  አጥቂ  ቢሆንም  እሱም  እንደ  ሀገሩ  ልጅ,typed
92205,typed_283_line_8.png,ሳኑሚ  በአቋም  መዋዠቅ  የሚቸገር  ነው።,typed
92206,typed_3777_line_4.png,የቀረበውን  አጀንዳ  በተመለከተ  ምልአተ  ጉባኤው  የተለያዩ  አማራጮችን  አይቷል።  አንዲት  ወላድ  ሴት ( ከአራስ  ቤት ከወጣች  5 ወር ቢሆናት  ነው ),typed
92207,typed_3777_line_5.png,በአንዋር  መስጂድ  ተገኝተሻል  በመርካቶ  አራተኛ  ፖሊስ  ጣቢያ  አስረዋት  አራስ  ልጇ ተርቦ  እሪሪ  እያለ  እያዩት  አውሬዎቹ  ፖሊሶቻችሁ  ልጇን  እንኳ,typed
92208,typed_3777_line_6.png,እንዳታጠባ  የከለከሏት  ዘግናኝ  ድርጊት  ከተፈፀመ  አመት  እንኳ  አልሞላውም።  ዦዜ እንዲህ  ይላሉ  : - ሽማግሌዎቹ  የሰጡኝ  መልስ  በጣም  ነበር,typed
92209,typed_3777_line_7.png,ያስደነቀኝ።  ፊሊጶስ  እናትየውና  ሁለት  ታናናሽ  እህቶቹ  ወደ መጠለያ  ተወስደው  መኖር  ጀመሩ።  ከዚያ  ጀምሮ  አዳዲስ  ወገኖች  - በተለይም  ካሣውያን,typed
92210,typed_1498_line_1.png,በተጨማሪም  ክርስቲያኖች  የሚያዘጋጇቸውን  ጽሑፎች  በግሪክኛ  መጻፍ  አመቺ  ሆኖላቸው  ነበር።  የህዝብ  ግንኙነት  ኃላፊው  እንደገለፀው  ዠቅአለ,typed
92211,typed_1498_line_2.png,ተብሎ  በሚጠራው  ገበያ  አካባቢ  የሚገኙ  አነስተኛ  ነጋዴዎች  የገበያ  ስፍራው  እንዲለቁ  መጠየቃቸውን  ተከትሎ  ሲያሰሙ  የነበረውን  ብሶት  እንደዜጋ,typed
92212,typed_1498_line_3.png,ለማዳመጥ  ከሞከሩ  የአንድነት  አባላት  መካከል  ወጣት  ምርቱ  ጉታን  አስረውታል።  ዛሬ ጠዋት  3 ፡ 00 ሰዓት  ላይ በአዲስ  አበባ  ትንሿ  ስታድየም,typed
92213,typed_1498_line_4.png,በሚደረገው  የሁለቱ  ክለቦች  ፍልሚያ  በመጀመሪያው  ዙር መከላከያ  3 ለ 2 ማሸነፉ  ሁለቱ  ክለቦች  ያላቸውን  ተፎካካሪነት  የሚጠቁም  ነው።  አንዱ,typed
92214,typed_1498_line_5.png,ተረት  ማርያም  እንደ  ልጇ ተነሥታ  አርጋለች  የሚለው  ኢመጽሀፍ  ቅዱሳዊ  ትምህርት  ነው።  ምግብ  ፣ የገላ ማጠቢያ  ፣ መታቀፊያ  ፣ ልብስ  ፣ ጡጦ  ፣,typed
92215,typed_1498_line_8.png,፣ ግራውንድ  ፕላስ  ዋን መጫወቻ  ቤት ፣ ረ ስንቱ  !።,typed
92216,typed_374_line_1.png,እሺ ይሁን  የጥንታዊት  ኢትዮጵያ  ታሪክ  መዳሰስና  ያንን  መሞገት  የመጽሐፉ  ዋና ዓላማ  ስላልሆነ  በዚህ  መተቸት  አይገባም  ቢባል  እንኳን  ከተጠቀሱት,typed
92217,typed_374_line_2.png,የታሪክ  ምሁራን  መካከል  ትልቁ  መሟገቻ  የሆነውን  የኢትዮጵያን  የታሪክ  መነሻ  ዝም  ብለው  ሊያልፉት  አይገባም  ነበር ፤ ለምሳሌ  የፕ / ር ስርገው,typed
92218,typed_374_line_3.png,ሐብለሥላሴ  መጽሐፍን  በእንግሊዘኛ  ከመጻፉ  ውጭ  ችግር  የሌለበት  አድርገው  ነው የወሰዱት  ፤ ይሁንና  የፕ / ር ስርግው  መጽሐፍ  የኢትያጵያ  ታሪክ,typed
92219,typed_374_line_4.png,መነሻ  ከሜሶጶጣሚያ  ፤ በተለይም  ከደቡብ  አረቢያ  ( ከሳባቢያውያን  ) እንደሆነ  አድርጎ  ነው ያቀረበው  ፤ የፕ / ር ታደሰ  ታምራት  መጽሐፍም,typed
92220,typed_374_line_5.png,በተመሳሳይ  ከደቡብ  አረቢያ  ተሰደን  መምጣታችንን  ነው የሚገልጸው  ፤ ይህ ጉዳይ  ደግሞ  እነዚህን  ምሁራን  ብዙ ያስተቸ  ነው ፤ ( ለምሳሌ  የፕ / ር,typed
92221,typed_374_line_7.png,ሐሳብ  ይስማሙበታል  ማለት  ነው ?። የተለያዪ  መድሃኒቶች  / ኪሚካሎች  ተደባልቀው  ሲወሰዱ  ደግሞ  ያለተጠበቀ  ጊዳት  ሊያመጡ  ይችላሉ።,typed
92222,typed_426_line_1.png,ምናልባት  የሕጉን  ጽሑፍ  አንብቦ  መረዳት  የተሳነው  ፥ ግን በልዩ  ልዩ ደጋፊዎቻቸው  ተጭበርብሮ  በቸልታ  የሚመለከተው  ፤ ከዚያም  ዐልፎ,typed
92223,typed_426_line_2.png,በሥልጣናቸው  እየተመኩ  ለቤተ  ክርስቲያን  ጥያቄ  ጆሯችንን  አንሰጥም  ብለው  ይህን  በደል  ያደረሱትን  ፓትርያርክ  አቡነ  ጳውሎስን  ፥ በሦስት,typed
92224,typed_426_line_3.png,የሹመት  ስም የሚንቀባረሩትን  አባ ገሪማን  ፥ ለነሱ  ድጋፍ  የሚሰጡትንም  ሁሉ ፤ ጌታዬ  አምላኬ  ፤ በምድር  ያሰራችሁት  በሰማይ  የታሰረ  ይሆናል  ፤,typed
92225,typed_426_line_5.png,ሃይማኖት  ዘደብረ  ሊባኖስ  ቃል ፤ ኃጥእ  ደካማም  በምሆን  በእኔም  በቀሲስ  ወልደ  ጊዮርጊስ  ቃል አውግዤአለሁ።  ታማኞቹ  የወ / ሮ አዜብ  መስፍን,typed
92226,typed_426_line_6.png,ቡድን  የሆኑት  አቶ በረከት  ፣ ሰሞኑን  በተዘጋጀ  ዶክመንታሪ  ፊልም  በትግርኛ  ተረት  ሲያወርዱ  የታዩት  አቶ አዲሱ  ለገሰ  ፣ አቶ ጉዱ ካሳና  ፓርላማ  ውስጥ,typed
92227,typed_426_line_7.png,የስነስርዓት  ጥያቄ  ሲቀርብላቸው  ታዝዤ  ነው ፣ ከታዘዝኩት  ውጪ  የማደርገው  የለም  በማለታቸው  የሚታወቁት  ምክትል  አፈ ጉባኤ  ወ / ሮ ሽታዬ,typed
92228,typed_426_line_8.png,ምናለ  በአዲሱ  ምርጫ  ተካተዋል።,typed
92229,typed_3306_line_1.png,በቀን  አንድ  ሺሕ ቺፑድና  የእንጨት  ምርት  ከተገኘ  በቀን  እስከ  300 የቢሮ  መገልገያዎችን  ማምረት  ይቻላል።  ለተሻለ  ኑሮ ወደ ደ / አፍሪካ  ለመሻገር,typed
92230,typed_3306_line_3.png,የምኒልክም  ጦር ለውጊያ  የደረሰው  ከጣሊያን  ባልተለየ  መልኩ  ተጓጉዞ  ነበር።  ይሄ ሙክታር  ዪባል  የጅማ  ልጅ ግን ልጅቷን  በዱላ  አላስተረፋትም።,typed
92231,typed_3306_line_4.png,አዎንታዊ  አመለካከት  ይዤ እንድቀጥል  የረዳኝ  ዋነኛው  ነገር ግን ይሖዋ  አምላክ  መከራን  ሁሉ ለማስወገድ  የገባውን  ቃል አንድ  ቀን እንደሚፈጽም,typed
92232,typed_3306_line_6.png,ምሳሌ  በመከተል  ትሕትናን  ለማንጸባረቅና  አብረዋቸው  የሚያገለግሉ  ሽማግሌዎችንም  ሆነ መንጋውን  በሙሉ  በርኅራኄ  ለመያዝ  ምንጊዜም  ጥረት,typed
92233,typed_3306_line_7.png,ማድረግ  አለባቸው።  ይኼ  የመጀመርያ  አይደለም።,typed
92234,typed_207_line_1.png,መጽሐፍ  ቅዱስ  ጻድቃን  ሆይ ፤ በእግዚአብሔር  ደስ ይበላችሁ  ፤ ሐሤትም  አድርጉ  ፤ ቅን ልብ ያላችሁም  ሁሉ እልል  በሉ በማለት  ስለሚያሳስበን  ይህን,typed
92235,typed_207_line_2.png,ዓይነቱን  የልብ  ዝንባሌ  መያዝ  እውነተኛ  ደስታ  ያስገኛል።  የአንጃው  ተወካይና  ከፍተኛ  አራማጅ  ከቤሩት  ተጉዘው  በጋዜጣዊ  መግለጫው  ላይ,typed
92236,typed_207_line_3.png,በመገኘት  ካደረጉት  ንግግር  ደግሞ  ወደኢትዮጵያ  በነዶክተር  ሽፈራው  ተክለማርያም  ተጋብዤ  ስመጣ  ነገሩን  ለትንሽ  ግዜ ለማሰብ  ሞክሬ  ነበር።  ዘኁል,typed
92237,typed_207_line_4.png,25 : 1 -11። ሙስሊሞች  የዒድ  በዓላችንን  በደስታ  ከማሳለፍ  ይልቅ  በሕጻናትና  በእናቶች  ዋይታ  ዒዳችን  እንዲያልፍ  ፣ ሙስሊሞች  ለአሰቃቂ  ጥቃት,typed
92238,typed_207_line_5.png,ሰላባ  እንዲሆኑ  ፣ አባወራዎች  ዒድን  በእስር  እንዲያሳልፉ  ምክንያት  እና ሰበቡ  መንግስት  ነው።  በባለሽበት  ስቴት  ፣ በቅርብሽ  ጋዜጠኛ  ሲሳይ  አጌና  ፣ ወ,typed
92239,typed_207_line_6.png,/ ት ብርቱካን  ሚደቅሳ  ከልጇ  ሃሌይ  ጋር አሉ።  በኢትዮጵያ  የስኳር  ኢንዱስትሪ  ታሪክ  ውስጥ  የመጀመሪያ  የሆነውና  በሆላንዱ  ኤች . ቪ . ኤ ኩባንያ,typed
92240,typed_207_line_7.png,የተገነባው  የወንጂ  ስኳር  ፋብሪካ  መጋቢት  11 ቀን 1946 ዓ . ም በአጼ  ኃይለ  ሥላሴ  ተመርቆ  ተከፈተ።,typed
92241,typed_1946_line_1.png,አንድ  አማርኛ  መመህር  ነበሩን  ጺማቸው  የጎፈረ  ጸጉራቸው  የተንጨበረረ  ነበር ፤ በአንዱ  ቀን ታድያ  ፊት ለፊታችሁ  በምታዩት  ነገር ግጥም  ጻፉ አሉና,typed
92242,typed_1946_line_2.png,አዘዙን።  በቅድመ  ክርስትና  ዘመኑ  ፡ ንጉሥ  ዒዛና  አስቴር  ፣ መድር  ፣ ቤኄር  ፣ ሜኅረም  ፣ አረስ  በተባሉ  አማልክት  ያምን  እንደነበረና  እራሱንም  የነዚህ,typed
92243,typed_1946_line_4.png,"በፑትኪ  አገላለጽ  ፣ ኢያሱ  ገና ህጻን  እያለ  ንግስት  እናቱ  "" የአገሪቱን  ግዛቶች  ከፋፍላ  ለተለያዩ  ገዥወች  ስለሰጠች  ልጁ በዚህ  ወቅት  ለራሱ  ተራ ወጭ",typed
92244,typed_1946_line_5.png,"የሚሆን  በቂ ንዋይ  እንኳ  እንዳይኖረው  ሆኗል  ""። 1 ኛ ) አክሊሉ  ሀብተወልድ  ( ጸሐፊ  ትዕዛዝ  ፡ በግርማዊ  ቀዳማዊ  አጼ ኃይለ  ስላሴ  መንግስት  ውስጥ",typed
92245,typed_1946_line_6.png,ለ 13 ዓመታት  በጥቅላይ  ሚኒስትርነት  እና በሌሎች  ከፍተኛ  የኃላፊነት  ቦታዎች  ላይ በአጠቃላይ  ለ 39 ዓመታት  ያገለገሉ  ) ፣።,typed
92246,typed_930_line_1.png,ቤተ ክርስቲያኑን  በአመጽ  ያዘጋው  የእነ ጌታቸው  በሻህውረድ  የደጀ  ሰላም  አማጺ  ቡደን  ቻሪቲ  ኮሚሽን  በሐሰት  ደብዳቤ  ጻፈልኝ  በማለት  ሐሰተኛ,typed
92247,typed_930_line_2.png,ለአመጽ  የሚያነሳሳ  ማስታወቂያ  በፌስ  ቡክ የመወያያ  በቅጽል  ስሙ  የገሞራው  ከፍል  ተብሎ  በሚጠራው  ፣ በስልክና  በየመንደሩ  በመዞር  የኢስልምና,typed
92248,typed_930_line_4.png,የጀመረች  ሲሆን  የ 11 ዓመት  ልጇም  ተጠምቃለች።  ስለሆነም  ጄኔራል  ተስፋ  ጽዮንና  ጄኔራል  ጋሹ የተባሉትን  ምርጥ  አዛዦችንና  በርካታ,typed
92249,typed_930_line_5.png,አባሎቻቸውን  አጥተው  ወደ ሰላሌ  መመለስ  ግድ ሆነባቸው።  ፌዴሬሽኑ  ከነገ በስቲያ  በሚመጀመረው  በዚህ  የአዲስ  አበባ  ከተማ  ዋንጫ  ( ሲቲ ካፕ ),typed
92250,typed_930_line_6.png,ውድድር  ላይ አብዛኞቹ  ጨዋታዎች  በአዲስ  አበባ  ስታድየም  እንዲካሄዱ  ፕሮግራም  የተያዘ  ቢሆንም  ፤ ኢትዮጵያ  በብሄራዊ  ቡድን  ደረጃ  ለሚኖራት,typed
92251,typed_930_line_7.png,ግጥሚያ  ቅድሚያ  በመስጠት  የሲቲ  ካፑን  ውድድር  ወደ አበበ  ቢቂላ  ስታድየም  ማዞር  የግድ  ሆኖ መገኘቱን  ፌዴሬሽኑ  አስታውቋል።,typed
92252,typed_4199_line_2.png,ተደራራቢ ችግሮች ቢኖሩም በድልና በአሽናፊነት ይለወጣሉ በዚያን ዘመን ሰዎች ከኛ ጋር ተቀላቅሎ ለማምለክ ይቸገሩ ነበር ከሚያዩት ችግር,typed
92253,typed_4199_line_4.png,ቢቀርባችሁስ ኑሮአችሁን አርፋችሁ ብትኖሩ ያሉንም አልጠፉ ለነገሩ ይህን ልበል እንጂ ከዚህም የባሰ በክርስቲያኖች ያልፋል ይሄ ቀላሉ ነገር ነው,typed
92254,typed_4199_line_5.png,በሀገራችን በነበረው የወንጌል እንቅስቃሴ ከእኛም በፊት የተሰደዱ ቤታቸው የተቃጠለ ቁልቁል ተዘቅዝቀው የተደበደቡ የሞቱ ሁሉ አሉ,typed
92255,typed_4199_line_6.png,የካታኮንፑን ሰማዕታት ክርስቲያኖች ሕይወት ታሪክ ብንሰማ ደግሞ የተለየ ነው እነዚህና የመሣሠሉት ነገሮች የጌታን አሠራር ባላወቁና በዳግም,typed
92256,typed_4199_line_7.png,ልደትም ባልተጎበኙ በብዙዎች ዘንድ ቤተክርስቲያን የትም ልትደርስ የማትችል ተራና ዋጋም የሌላት የደካሞች ስብስብ ያሰኛታል ነገር ግን አንዱ,typed
92257,typed_4199_line_8.png,ሺህ ሁለቱ አሥር ሺህ ያሳድዳል ይላልና የእግዚአብሔር ቃል ሺሁንና አሥር ሺሁን የሚያሳድደው,typed
92258,typed_3066_line_1.png,በደቡባዊ  ዩናይትድ  ስቴትስ  የምትኖር  አንዲት  የ 19 ዓመት  ወጣት  እንዲህ  ስትል  ጽፋለች  ፦ አዘውትሮ  ቤተ ክርስቲያን  በሚሄድ  ቤተሰብ  ውስጥ,typed
92259,typed_3066_line_2.png,ያደግሁ  ሲሆን  ክርስቶስንም  እንደ  ግል አዳኜ  አድርጌ  ተቀብያለሁ።  ከዒድ  ቀደም  ብሎ  ባሉት  ጊዜያትም  የአንዋር  መስጂድን  እና የመካ  ተራዊህ  ሰላትን,typed
92260,typed_3066_line_3.png,በቀጥታ  በኢቴቪ  በማስተላለፍ  የሙስሊሙን  ልብ ለመደልል  ሞክሯል።  የሕፃኗ  እናት  ወ / ሮ በላይነሽ  አያሌው  እንደገለጸችው  ፣ ልጇን  የተገላገለችው,typed
92261,typed_3066_line_4.png,የካቲት  12 ሆስፒታል  ጥቅምት  27 ቀን 2005 ዓ.ም. በኦፕራሲዮን  ነው።  እንዲሁም  እናቱና  እናቴን  ተወዳጇን  ድንግል  ማርያምን  አመሰግናለሁ።,typed
92262,typed_3066_line_5.png,ይኼን  ሠራን  ብላችሁ  ነው ?። ልጆቹ  በፊት  ይጠግቡ  ዘንድ  ተዪ የልጆቹን  እንጀራ  ይዞ ለቡችሎች  መጣል  አይገባምናአላት።  ይሁንና  የሁለት  ዓመት,typed
92263,typed_3066_line_7.png,ያለውን  ቅዠት  ለእኔ  ነግረውኛል።,typed
92264,typed_1246_line_1.png,( ቁጥር  6 ) አንድ  የመጽሐፍ  ቅዱስ  ምሑር  እንደገለጹት  መሐሪ  ተብሎ  የተተረጎመው  የዕብራይስጥ  ቃል አምላክ  አባት  ለልጆቹ  የሚያሳየው  ዓይነት,typed
92265,typed_1246_line_2.png,ከአንጀት  የመነጨ  ርኅራኄ  እንዳለው  የሚጠቁም  ነው።,typed
92266,typed_644_line_1.png,ከግድቡ  የሚመነጨውን  ኃይል  ወደ ብሄራዊ  ቋት ለማድረስ  የሚረዳው  ባለ 500 ኪሎ  ቮልት  ማስተላለፊያ  መስመር  ግንባታ  በመገባደድ  ላይ,typed
92267,typed_644_line_2.png,ይገኛል።  23 ኛ ) ሌተናል  ጄኔራል  አበበ  ኃይለማርያም  ( የጦር  አዛዥ  ፡ የቤተመንግስት  ሹም  ፣ የምድር  ጦር ዋና አዛዥ  እና በግርማዊ  ቀዳማዊ  አጼ,typed
92268,typed_644_line_3.png,ኃይለ  ስላሴ  መንግስት  በተለያዩ  የመንግስት  ከፍተኛ  የኃላፊነት  ቦታዎች  ላይ ለ 33 ዓመታት  ያገለገሉ  ) ፣። ይኼም  ሦስትና  አራት  ወረዳ  እንደ  አዲስ,typed
92269,typed_644_line_4.png,በአንድ  ጊዜ እየተፈጠረ  ነው የሚሉት  ቢሮ ኃላፊው  ፕሮጀክቱ  ከስራ  ዕድል  ፈጠራ  አኳያም  በየዓመቱ  70 ሺ ወጣቶችን  እያሳተፈ  መሆኑን  ገልፀዋል።,typed
92270,typed_644_line_5.png,ከየካቲት  26 29 በአዲስ  አበባ  ስታድየም  በሚካሄደው  12 ኛው የአፍሪካ  ወጣቶች  አትሌቲክስ  ሻምፒዮና  የሁለተኛ  ቀን መርሐ  ግብር  ናይጄሪያውያን,typed
92271,typed_644_line_6.png,አትሌቶች  በአጭር  ርቀት  እና ዝላይ  ሀገራቸውን  በደረጃ  ሰንጠረዡ  የመሪነት  ስፍራ  ላይ ያስቀመጡ  ድሎችን  ተቀዳጅተዋል።  + 24 ኢያሱም  እነዚህን,typed
92272,typed_3764_line_2.png,ቤተ ክርስቲያናት  በቂ በጀት  እንዲሰጥ  ያዘጋጀሁትን  ቃለ ጉባኤ  እንዲሁም  ካይሮ  ላይ በተደረገው  የመጀመሪያው  የአፍሪካና  የእስያ  ህዝቦች  አንድነት,typed
92273,typed_3764_line_3.png,ስብሰባ  ላይ ከኢትዮጵያ  መልክተኞች  መካከል  አንዱ  ሆኜ ስመለስ  ያቀረብኩት  ሪፖርት  በመመከታቸው  ይሆናል  የሚል  ግምት  ወስጃለሁ።  በ 1988,typed
92274,typed_3764_line_4.png,የጋናን  ቅርንጫፍ  ቢሮ ለማስፋፋት  የተገነቡት  ተጨማሪ  ሕንፃዎች  ለአምላክ  አገልግሎት  ሲወሰኑ  በዚያ  እንድገኝ  ተጋብዤ  ነበር።  ባለፈው  ጊዜ ስለምን,typed
92275,typed_3764_line_5.png,እንደተማማርን  ታስታውሳላችኁ  ?። ሣራ በ 127 ዓመቷ  ስትሞት  ልጇ ይስሐቅ  ትልቅ  ሰው  የነበረ  ሲሆን  እናቱን  በሞት  በማጣቱ  በጣም  አዝኖ  ነበር።,typed
92276,typed_3764_line_6.png,በፓኪስታን  ዋናውን  ዳኛ የቀድሞው  መንግሥት  ከሥልጣን  ያባረረው  በፓለቲካ  ምክንያት  ነው እያለ  ሢያውጅ  እና ሢቀሠቅሥ  የነበረው  የተቃዋሚ,typed
92277,typed_3764_line_7.png,ጎራ ፡ ሥልጣኑን  ከተረከበ  በኋላ  ዳኛውን  ወደ ቀድሞ  ሥራቸው  ለመመለሥ  ቃል የገባ ቢሆንም  ቃሉን  ለመፈፀም  ግን ዳተኛ  ሆኖ ታይቷል።  ይኼ,typed
92278,typed_3764_line_8.png,በየቤቱ  ያለ ችግር  ነው።,typed
92279,typed_3325_line_2.png,ሃይል  አቁመን  ሀገራችን  ትጠቀም  እንደነበር  ሁለት  አስርታትን  ያስቆጠረ  የቁጭት  ትዝታችን  ሆኗል።  አንድ  ዶክተር  ማንዲስ  የሚባል  አቡነ  ፊልጶስን  ፣,typed
92280,typed_3325_line_3.png,አንተ  አላቸው  አቤት  ደጃዝማች  መሸሻ  እንግዲህ  እርሳቸው  መጥተው  ፣ ከዚህ  አገር አስመስክረው  የናንተ  ነው አሰኝተው  ሄደው  ነበሩ።  የመጀመሪያ,typed
92281,typed_3325_line_4.png,ካሴቱን  ሳያወጣ  ለዓመታት  አስቀምጦት  የነበረው  ቮይስ  ሙዚቃ  ቤት የአቦጊዳ  አልበሙ  የአድማጭን  ጆሮ መቆጣጠር  ተመልክቶ  አዲሱን  አልበም,typed
92282,typed_3325_line_5.png,ለገበያ  ያቀረበው  ወዲያውኑ  ነበር።  በ 19 ኛው  የአፍሪካ  አትሌቲክስ  ሻምፒዮና  ላይ የሚካፈለው  ቡድን  ትላንት  ምሽት  አሸኛኘት  ተደርጎለታል  95,typed
92283,typed_3325_line_7.png,2006 በሞሮኮ  ማራካሽ  ከተማ  አስተናጋጅነት  የሚካሄድ  ሲሆን  ከሁለት  ዓመት  በፊት  በቤኒን  ፖርቶ  ኖቮ ...።,typed
92284,typed_1653_line_1.png,ከ አሰግድ  ታመነ  የወያኔ  መሪ  መለሰ  ዜናዊ  በዘረፋ  የተባበሩዋቸው  ዘሮቻቸው  ለግል  ጥቅማቸውና  ለሆዳቸው  ሲሉ ህዝባቸውን  ለባርነት  አሳልፈው,typed
92285,typed_1653_line_2.png,የሸጡ  የሌላ  ብሄር  ተወላጆች  ስለራሳቸው  ጥቅም  እንጂ  ስለ ኢትዮጰያ  ሕዝብና  ብሄራዊ  ጥቅም  ምንም  ግድ የሌላቸው  መሆናቸውን  እስካሁን  የሰሩት,typed
92286,typed_1653_line_3.png,እኩይ  ተግባር  በቂ መረጃ  ነው።  በስደት  ሕይወታችን  መጠለያና  ብሎም  እንደ  የጥረታችንና  ዕድላችን  ትምህርትና  ሃብት  የሰጡን  የምዕራብ  ሃገራት,typed
92287,typed_1653_line_4.png,የሚመሩበት  መሠረታዊ  ፍልስፍና  ይኼው  የራስ  ካሣ ፍልስፍና  በመሆኑ  ፣ በመደብ  ትግል  ስም ያተራመስናትን  ሃገራችንን  ስናስብ  ሀዘን  ሊሰማን,typed
92288,typed_1653_line_5.png,ይገባል  እላለሁ።  ይኼም  ድሮ ቀረ እንዳይባል  እንጂ  ?። አቦይ  ኢህአዴግን  ለመንግስትነት  በማብቃቱም  ሆነ ለሁለት  አስርተ  ዓመታት  ስልጣኑ  እንዲረጋ,typed
92289,typed_1653_line_6.png,ታላቅ  ተጋድሎ  ካደረጉ  ጥቂት  የስርዓቱ  ፍልስፍና  ኤጲስ  ቆጶሳት  ዋነኛው  መሆናቸው  አይሳትም።  ኢትዮጵያ  የወንጀሉ  ሰለባ  የሆኑ  ሰዎች  መነሻና,typed
92290,typed_1653_line_7.png,መተላለፊያ  ሀገር  ከመሆኗም  በላይ  አጓጓዦች  እንደመካከለኛው  ምሥራቅ  ሀገራት  ተጠቂዎችን  ድንበር  አቋርጠው  ለማጓጓዝ  እንደመተላለፊያ  በር,typed
92291,typed_1653_line_8.png,ይጠቀሙበታል።,typed
92292,typed_3537_line_2.png,በሞት  ያጡ  ግለሰቦች  በአምላክ  አዲስ  ዓለም  ውስጥ  እንደገና  ሊያገኟቸው  እንደሚችሉ  ሲያስቡ  ሐዘናቸው  ቀለል  ይልላቸዋል።  ካምፑ  እየሰፋ,typed
92293,typed_3537_line_3.png,በእንቅስቃሴ  ሲሟሟቅ  ፣ የየእለቱን  ለውጥ  ፣ ከሳተላይት  ምስል  ማየት  ይቻላል።  ከፊታቸው  ሆኜ ወደ አምላክ  ቤት በኩራት  * እሄድ  ነበር።  ይኼ,typed
92294,typed_3537_line_4.png,የሚያመለክተው  ደግሞ  ጣቢያው  ፕሮግራም  ማሳደጉን  ሳያስብ  በድንገት  የወሰነው  መሆኑን  ነው ይላሉ።  ዶ / ር ፍስሃን  ከዕውኑ  አለም  ድንገት,typed
92295,typed_3537_line_5.png,ወደቅዠቱ  መሻገራቸው  ብዙዎችን  የት ይደርሳል  የተባለ  ጥጃ ሉካንዳ  ቤት ተገኘ  አስብሏል  ፤ አሳዝኗል  ፣ አስገርሟል።  ህግ ቦታ እየወሰዱኝ  ነው ብዬ,typed
92296,typed_3537_line_7.png,አረፉ።  ከዘመነ  ሐዋርያት  ወዲህ  በበዓለ  ሠዊት  በዓለ  ጰራቅሊጦስ  ገብቶበታል።,typed
92297,typed_1714_line_2.png,ሀብት  በቀጥታ  የሚላከው  ወደ እሳቸው  ነበር ይባላል።  ይኼ  ምክንያቱም  የነበረው  ትግል  ወይም  እንቅስቃሴው  የአንድ  ማኅበር  እና የግሌ  ጉዳይ,typed
92298,typed_1714_line_4.png,መሆኑ  ነው።  ሰውነታችን  እግዚአብሔርን  ደስ የሚያሰኝና  ሕያዊ  ቅዱስም  መሥዋዕት  አድርጋችሁ  ታቀርቡ  ዘንድ  በእግዚአበሔር  ርኅራኄ,typed
